time,threshold,blocking,state_0,state_1,state_2,state_3
12,2,no_block,-1,0,-1,2
13,2,no_block,-1,0,0,1
14,2,no_block,-2,0,0,2
15,2,no_block,-2,0,0,2
16,2,no_block,-2,0,0,2
17,2,no_block,0,0,0,0
2,2,mcich,-248,133,43,72
3,2,mcich,-863,37,200,626
4,2,mcich,-737,-90,192,635
5,2,mcich,-1033,40,-4,997
6,2,mcich,-1186,15,-155,1326
7,2,mcich,-627,-64,-173,864
8,2,mcich,-185,-49,-12,246
9,2,mcich,-54,-29,54,29
10,2,mcich,0,0,0,0
2,2,degree,-206,114,53,39
3,2,degree,-554,20,190,344
4,2,degree,-426,-83,65,444
5,2,degree,-481,-32,159,354
6,2,degree,-911,-5,494,422
7,2,degree,-986,-1,245,742
8,2,degree,-626,-16,-191,833
9,2,degree,-325,-3,-386,714
10,2,degree,-130,-1,-268,399
11,2,degree,-51,0,-123,174
12,2,degree,-31,0,-43,74
13,2,degree,-19,0,-19,38
14,2,degree,-12,0,-20,32
15,2,degree,-4,0,-19,23
16,2,degree,-2,0,-8,10
17,2,degree,0,0,-4,4
18,2,degree,0,0,0,0
2,2,random,-245,132,43,70
3,2,random,-859,41,211,607
4,2,random,-738,-71,203,606
5,2,random,-1028,36,47,945
6,2,random,-1176,25,-107,1258
7,2,random,-642,-50,-148,840
8,2,random,-185,-47,-84,316
9,2,random,-87,-19,-15,121
10,2,random,-22,-5,-15,42
11,2,random,-7,-4,-2,13
12,2,random,-1,0,-2,3
13,2,random,-1,0,0,1
14,2,random,-2,0,0,2
15,2,random,-2,0,0,2
16,2,random,-2,0,0,2
17,2,random,0,0,0,0
2,3,no_block,-67,46,11,10
3,3,no_block,-446,129,184,133
4,3,no_block,-417,66,175,176
5,3,no_block,-556,58,51,447
6,3,no_block,-572,-247,66,753
7,3,no_block,-417,-28,-114,559
8,3,no_block,-553,-14,41,526
9,3,no_block,-457,-14,-151,622
10,3,no_block,-254,1,-160,413
11,3,no_block,-130,-3,-41,174
12,3,no_block,-98,0,-18,116
13,3,no_block,-74,-1,-15,90
14,3,no_block,-39,0,-15,54
15,3,no_block,-9,0,-16,25
16,3,no_block,-4,0,-1,5
17,3,no_block,-3,0,-2,5
18,3,no_block,-2,0,0,2
19,3,no_block,-2,0,0,2
20,3,no_block,0,0,0,0
2,3,mcich,0,0,0,0
3,3,mcich,0,0,0,0
2,3,degree,-34,26,5,3
3,3,degree,-180,87,35,58
4,3,degree,-241,26,88,127
5,3,degree,-272,82,129,61
6,3,degree,-240,47,91,102
7,3,degree,-162,-22,53,131
8,3,degree,-202,-146,54,294
9,3,degree,-363,-53,229,187
10,3,degree,-333,2,270,61
11,3,degree,-375,-26,295,106
12,3,degree,-305,-30,225,110
13,3,degree,-344,0,189,155
14,3,degree,-288,0,-35,323
15,3,degree,-168,0,-209,377
16,3,degree,-93,0,-180,273
17,3,degree,-66,0,-149,215
18,3,degree,-51,0,-128,179
19,3,degree,-28,0,-212,240
20,3,degree,-12,0,-229,241
21,3,degree,-10,0,-149,159
22,3,degree,-4,0,-74,78
23,3,degree,-1,0,-41,42
24,3,degree,-1,0,-15,16
25,3,degree,0,0,-9,9
26,3,degree,0,0,-7,7
27,3,degree,0,0,-1,1
28,3,degree,0,0,0,0
2,3,random,-66,45,11,10
3,3,random,-439,124,184,131
4,3,random,-413,68,181,164
5,3,random,-551,55,62,434
6,3,random,-576,-230,82,724
7,3,random,-409,-16,-92,517
8,3,random,-528,-10,27,511
9,3,random,-455,-4,-136,595
10,3,random,-278,6,-104,376
11,3,random,-146,0,-33,179
12,3,random,-97,0,10,87
13,3,random,-76,1,-2,77
14,3,random,-41,2,-15,54
15,3,random,-11,0,-24,35
16,3,random,-5,1,-16,20
17,3,random,-3,0,-5,8
18,3,random,-2,0,-4,6
19,3,random,-2,0,0,2
20,3,random,0,0,0,0
2,4,no_block,-12,12,0,0
3,4,no_block,-181,181,-1,1
4,4,no_block,-159,159,0,0
5,4,no_block,-150,150,-1,1
6,4,no_block,-356,356,-1,1
7,4,no_block,-297,297,-1,1
8,4,no_block,-323,323,0,0
9,4,no_block,-270,270,0,0
10,4,no_block,-196,196,0,0
11,4,no_block,-196,196,0,0
12,4,no_block,-296,296,0,0
13,4,no_block,-323,323,-1,1
14,4,no_block,-189,189,0,0
15,4,no_block,-112,112,0,0
16,4,no_block,-86,86,0,0
17,4,no_block,-40,40,0,0
18,4,no_block,-27,27,0,0
19,4,no_block,-14,14,0,0
20,4,no_block,-7,7,0,0
21,4,no_block,-1,1,0,0
22,4,no_block,0,0,0,0
2,4,mcich,0,0,0,0
3,4,mcich,0,0,0,0
2,4,degree,-3,3,0,0
3,4,degree,-25,25,-1,1
4,4,degree,-95,95,0,0
5,4,degree,-126,126,0,0
6,4,degree,-64,64,0,0
7,4,degree,-15,15,0,0
8,4,degree,-43,43,-1,1
9,4,degree,-61,61,0,0
10,4,degree,-38,38,0,0
11,4,degree,-50,50,0,0
12,4,degree,-10,10,0,0
13,4,degree,0,0,0,0
2,4,random,-11,11,0,0
3,4,random,-175,175,-1,1
4,4,random,-159,159,0,0
5,4,random,-148,148,-1,1
6,4,random,-319,319,-1,1
7,4,random,-288,288,-1,1
8,4,random,-294,294,0,0
9,4,random,-300,300,0,0
10,4,random,-188,188,0,0
11,4,random,-190,190,0,0
12,4,random,-293,293,0,0
13,4,random,-316,316,-1,1
14,4,random,-182,182,0,0
15,4,random,-109,109,0,0
16,4,random,-84,84,0,0
17,4,random,-33,33,0,0
18,4,random,-30,30,0,0
19,4,random,-14,14,0,0
20,4,random,-7,7,0,0
21,4,random,-1,1,0,0
22,4,random,0,0,0,0
2,2,no_block,-201,79,72,50
3,2,no_block,-892,178,115,599
4,2,no_block,-781,-184,-39,1004
5,2,no_block,-1083,15,76,992
6,2,no_block,-1215,-32,-19,1266
7,2,no_block,-560,-50,-124,734
8,2,no_block,-158,-2,-69,229
9,2,no_block,-78,-11,-16,105
10,2,no_block,-18,0,-2,20
11,2,no_block,-5,0,-1,6
12,2,no_block,-1,0,0,1
13,2,no_block,-1,0,0,1
14,2,no_block,-2,0,0,2
15,2,no_block,-2,0,0,2
16,2,no_block,-2,0,0,2
17,2,no_block,0,0,0,0
2,2,mcich,-122,0,122,0
3,2,mcich,-708,-6,708,6
4,2,mcich,-964,-1,964,1
5,2,mcich,-1068,0,1068,0
6,2,mcich,-1247,0,1247,0
7,2,mcich,-610,0,610,0
8,2,mcich,-160,0,160,0
9,2,mcich,-74,0,74,0
10,2,mcich,0,0,0,0
2,2,degree,-157,63,76,18
3,2,degree,-620,126,233,261
4,2,degree,-474,-134,107,501
5,2,degree,-590,-31,352,269
6,2,degree,-853,-27,443,437
7,2,degree,-1047,9,154,884
8,2,degree,-606,-8,-251,865
9,2,degree,-229,-5,-517,751
10,2,degree,-102,0,-279,381
11,2,degree,-38,0,-111,149
12,2,degree,-25,0,-35,60
13,2,degree,-12,0,-24,36
14,2,degree,-10,0,-12,22
15,2,degree,-4,0,-14,18
16,2,degree,0,0,-6,6
17,2,degree,0,0,-3,3
18,2,degree,0,0,0,0
2,2,random,-199,77,73,49
3,2,random,-889,183,125,581
4,2,random,-763,-131,-6,900
5,2,random,-1093,21,213,859
6,2,random,-1211,-37,43,1205
7,2,random,-569,-41,-136,746
8,2,random,-160,0,-122,282
9,2,random,-77,-16,-42,135
10,2,random,-23,2,-22,43
11,2,random,-5,0,-10,15
12,2,random,-1,0,-3,4
13,2,random,-1,0,-2,3
14,2,random,-2,0,1,1
15,2,random,-2,0,0,2
16,2,random,-2,0,0,2
17,2,random,0,0,-2,2
18,2,random,0,0,0,0
2,3,no_block,-74,22,37,15
3,3,no_block,-701,334,142,225
4,3,no_block,-443,12,11,420
5,3,no_block,-470,-283,-22,775
6,3,no_block,-445,-48,-82,575
7,3,no_block,-623,50,76,497
8,3,no_block,-599,-56,32,623
9,3,no_block,-304,-1,-112,417
10,3,no_block,-155,-34,-43,232
11,3,no_block,-110,4,-20,126
12,3,no_block,-86,-2,-9,97
13,3,no_block,-52,-4,-9,65
14,3,no_block,-24,-1,-8,33
15,3,no_block,-5,0,0,5
16,3,no_block,-5,0,0,5
17,3,no_block,-2,0,0,2
18,3,no_block,-2,0,0,2
19,3,no_block,0,0,0,0
2,3,mcich,0,0,0,0
3,3,mcich,0,0,0,0
2,3,degree,-31,9,21,1
3,3,degree,-227,68,150,9
4,3,degree,-328,183,95,50
5,3,degree,-294,154,-10,150
6,3,degree,-191,-105,-9,305
7,3,degree,-89,-225,23,291
8,3,degree,-114,-48,16,146
9,3,degree,-158,-18,49,127
10,3,degree,-320,-20,167,173
11,3,degree,-358,-4,31,331
12,3,degree,-322,-1,-13,336
13,3,degree,-348,0,19,329
14,3,degree,-242,0,18,224
15,3,degree,-287,0,114,173
16,3,degree,-211,0,18,193
17,3,degree,-94,0,-166,260
18,3,degree,-54,0,-179,233
19,3,degree,-24,0,-123,147
20,3,degree,-9,0,-38,47
21,3,degree,-6,0,-15,21
22,3,degree,-5,0,-6,11
23,3,degree,-3,0,-5,8
24,3,degree,-1,0,-5,6
25,3,degree,-1,0,-2,3
26,3,degree,0,0,-1,1
27,3,degree,0,0,-1,1
28,3,degree,0,0,0,0
2,3,random,-73,22,36,15
3,3,random,-694,333,145,216
4,3,random,-441,16,16,409
5,3,random,-469,-267,-9,745
6,3,random,-434,-47,-72,553
7,3,random,-569,24,82,463
8,3,random,-594,-38,45,587
9,3,random,-321,8,-81,394
10,3,random,-195,5,-31,221
11,3,random,-114,14,-18,118
12,3,random,-88,13,-6,81
13,3,random,-62,14,1,47
14,3,random,-28,2,-4,30
15,3,random,-5,2,0,3
16,3,random,-5,2,2,1
17,3,random,-2,2,0,0
18,3,random,-1,1,0,0
19,3,random,0,0,0,0
2,4,no_block,-25,2,23,0
3,4,no_block,-293,25,265,3
4,4,no_block,-322,140,163,19
5,4,no_block,-339,78,0,261
6,4,no_block,-540,-56,121,475
7,4,no_block,-255,-140,19,376
8,4,no_block,-160,-34,-240,434
9,4,no_block,-186,-21,-76,283
10,4,no_block,-222,-1,42,181
11,4,no_block,-282,0,57,225
12,4,no_block,-257,0,-30,287
13,4,no_block,-186,0,-116,302
14,4,no_block,-76,0,-116,192
15,4,no_block,-59,0,-34,93
16,4,no_block,-21,0,-38,59
17,4,no_block,-11,0,-22,33
18,4,no_block,-1,0,-17,18
19,4,no_block,0,0,-7,7
20,4,no_block,0,0,-1,1
21,4,no_block,0,0,0,0
2,4,mcich,0,0,0,0
3,4,mcich,0,0,0,0
2,4,degree,0,0,0,0
3,4,degree,0,0,0,0
2,4,random,-25,2,23,0
3,4,random,-288,25,260,3
4,4,random,-308,137,152,19
5,4,random,-314,76,-14,252
6,4,random,-501,-45,93,453
7,4,random,-252,-121,16,357
8,4,random,-192,-23,-191,406
9,4,random,-178,-13,-74,265
10,4,random,-191,4,23,164
11,4,random,-265,11,49,205
12,4,random,-294,39,21,234
13,4,random,-182,13,-94,263
14,4,random,-107,12,-96,191
15,4,random,-42,6,-47,83
16,4,random,-32,-2,-6,40
17,4,random,-37,-10,-5,52
18,4,random,-15,-3,-11,29
19,4,random,-7,-9,-4,20
20,4,random,-1,-31,-1,33
21,4,random,0,-2,0,2
22,4,random,0,0,0,0
2,2,no_block,-188,48,45,95
3,2,no_block,-601,37,-37,601
4,2,no_block,-922,-16,8,930
5,2,no_block,-1142,-29,-14,1185
6,2,no_block,-1209,-20,0,1229
7,2,no_block,-660,-11,-9,680
8,2,no_block,-170,-12,0,182
9,2,no_block,-75,-1,-1,77
10,2,no_block,-20,0,0,20
11,2,no_block,-5,0,0,5
12,2,no_block,-1,0,0,1
13,2,no_block,-2,1,0,1
14,2,no_block,-2,0,0,2
15,2,no_block,-2,0,0,2
16,2,no_block,0,-2,0,2
17,2,no_block,0,0,0,0
2,2,mcich,-188,48,45,95
3,2,mcich,-601,37,-37,601
4,2,mcich,-922,-16,8,930
5,2,mcich,-1142,-29,-14,1185
6,2,mcich,-1209,-20,0,1229
7,2,mcich,-660,-11,-9,680
8,2,mcich,-116,-11,1,126
9,2,mcich,0,0,0,0
2,2,degree,-149,42,61,46
3,2,degree,-384,16,115,253
4,2,degree,-372,-21,15,378
5,2,degree,-584,-23,194,413
6,2,degree,-909,-5,371,543
7,2,degree,-917,4,50,863
8,2,degree,-717,-14,-164,895
9,2,degree,-404,-4,-230,638
10,2,degree,-155,0,-149,304
11,2,degree,-67,0,-63,130
12,2,degree,-44,0,-26,70
13,2,degree,-21,0,-18,39
14,2,degree,-16,0,-12,28
15,2,degree,-4,0,-26,30
16,2,degree,-2,0,-9,11
17,2,degree,0,0,-5,5
18,2,degree,0,0,0,0
2,2,random,-185,46,49,90
3,2,random,-600,43,-19,576
4,2,random,-880,-5,25,860
5,2,random,-1155,-17,56,1116
6,2,random,-1175,13,71,1091
7,2,random,-711,-16,-4,731
8,2,random,-176,-12,-43,231
9,2,random,-77,0,-5,82
10,2,random,-20,-7,-4,31
11,2,random,-5,0,-1,6
12,2,random,-1,0,0,1
13,2,random,-2,1,0,1
14,2,random,-2,0,0,2
15,2,random,-2,0,0,2
16,2,random,0,-2,0,2
17,2,random,0,0,0,0
2,3,no_block,-60,15,21,24
3,3,no_block,-345,41,35,269
4,3,no_block,-500,42,75,383
5,3,no_block,-638,2,0,636
6,3,no_block,-621,-60,-102,783
7,3,no_block,-515,-18,76,457
8,3,no_block,-594,3,17,574
9,3,no_block,-365,-21,-70,456
10,3,no_block,-166,-7,-41,214
11,3,no_block,-117,2,-3,118
12,3,no_block,-87,-2,-7,96
13,3,no_block,-54,2,-6,58
14,3,no_block,-24,-4,-3,31
15,3,no_block,-5,0,0,5
16,3,no_block,-5,0,0,5
17,3,no_block,-2,0,0,2
18,3,no_block,-2,0,0,2
19,3,no_block,0,0,0,0
2,3,mcich,0,0,0,0
3,3,mcich,0,0,0,0
2,3,degree,-33,14,17,2
3,3,degree,-159,47,103,9
4,3,degree,-260,78,122,60
5,3,degree,-192,63,-12,141
6,3,degree,-167,-4,-1,172
7,3,degree,-223,-1,60,164
8,3,degree,-211,-99,101,209
9,3,degree,-203,-82,95,190
10,3,degree,-405,-17,183,239
11,3,degree,-374,1,21,352
12,3,degree,-331,-4,-53,388
13,3,degree,-261,-1,-121,383
14,3,degree,-290,0,83,207
15,3,degree,-305,0,138,167
16,3,degree,-176,0,-32,208
17,3,degree,-62,0,-135,197
18,3,degree,-37,0,-181,218
19,3,degree,-16,0,-105,121
20,3,degree,-6,0,-73,79
21,3,degree,-5,0,-24,29
22,3,degree,-3,0,-9,12
23,3,degree,-1,0,-6,7
24,3,degree,-1,0,0,1
25,3,degree,0,0,0,0
2,3,random,-59,14,21,24
3,3,random,-346,44,40,262
4,3,random,-497,51,88,358
5,3,random,-623,-1,22,602
6,3,random,-631,-30,-68,729
7,3,random,-505,-17,95,427
8,3,random,-578,0,30,548
9,3,random,-377,11,-73,439
10,3,random,-176,1,-18,193
11,3,random,-113,6,-5,112
12,3,random,-95,8,-5,92
13,3,random,-54,-2,-6,62
14,3,random,-30,-10,-15,55
15,3,random,-5,-5,-2,12
16,3,random,-5,0,1,4
17,3,random,-2,0,0,2
18,3,random,-2,0,2,0
19,3,random,0,0,0,0
2,4,no_block,-22,1,12,9
3,4,no_block,-232,13,55,164
4,4,no_block,-200,53,-9,156
5,4,no_block,-250,92,-4,162
6,4,no_block,-475,73,23,379
7,4,no_block,-522,61,108,353
8,4,no_block,-236,-192,-45,473
9,4,no_block,-197,-56,-87,340
10,4,no_block,-202,-13,-24,239
11,4,no_block,-217,43,-14,188
12,4,no_block,-302,74,17,211
13,4,no_block,-200,-39,-34,273
14,4,no_block,-76,-64,-6,146
15,4,no_block,-52,-16,0,68
16,4,no_block,-34,-18,0,52
17,4,no_block,-13,-10,0,23
18,4,no_block,-5,-6,0,11
19,4,no_block,0,-1,0,1
20,4,no_block,0,0,0,0
2,4,mcich,0,0,0,0
3,4,mcich,0,0,0,0
2,4,degree,-1,1,0,0
3,4,degree,-14,14,0,0
4,4,degree,-40,40,0,0
5,4,degree,-37,37,0,0
6,4,degree,-38,38,0,0
7,4,degree,-52,52,0,0
8,4,degree,-21,21,0,0
9,4,degree,-4,4,0,0
10,4,degree,0,0,0,0
2,4,random,-22,3,12,7
3,4,random,-217,17,44,156
4,4,random,-183,54,-17,146
5,4,random,-250,100,-1,151
6,4,random,-452,79,15,358
7,4,random,-474,82,73,319
8,4,random,-319,-185,57,447
9,4,random,-190,-58,-46,294
10,4,random,-214,-6,49,171
11,4,random,-209,52,36,121
12,4,random,-269,142,-2,129
13,4,random,-220,1,-36,255
14,4,random,-98,-119,-12,229
15,4,random,-60,-45,-22,127
16,4,random,-37,-28,-52,117
17,4,random,-14,-15,-8,37
18,4,random,-5,-2,-2,9
19,4,random,0,0,0,0
2,2,no_block,-234,63,68,103
3,2,no_block,-866,33,129,704
4,2,no_block,-1050,104,-13,959
5,2,no_block,-1273,145,-86,1214
6,2,no_block,-920,-122,-66,1108
7,2,no_block,-438,-130,-30,598
8,2,no_block,-140,-61,-5,206
9,2,no_block,-53,-31,-3,87
10,2,no_block,-14,-3,0,17
11,2,no_block,-4,-2,0,6
12,2,no_block,-1,0,0,1
13,2,no_block,-2,1,0,1
14,2,no_block,-2,0,0,2
15,2,no_block,-2,0,0,2
16,2,no_block,0,-2,0,2
17,2,no_block,0,0,0,0
2,2,mcich,-234,63,68,103
3,2,mcich,-866,33,129,704
4,2,mcich,-1050,104,-13,959
5,2,mcich,-1273,145,-86,1214
6,2,mcich,-920,-122,-66,1108
7,2,mcich,-399,-169,47,521
8,2,mcich,-142,-59,142,59
9,2,mcich,-84,0,84,0
10,2,mcich,-17,0,17,0
11,2,mcich,-5,0,5,0
12,2,mcich,0,0,0,0
2,2,degree,-220,49,103,68
3,2,degree,-806,-26,442,390
4,2,degree,-869,0,464,405
5,2,degree,-1116,-4,712,408
6,2,degree,-1040,-23,254,809
7,2,degree,-584,-1,-342,927
8,2,degree,-214,0,-479,693
9,2,degree,-87,0,-407,494
10,2,degree,-20,0,-192,212
11,2,degree,-6,0,-84,90
12,2,degree,-1,0,-58,59
13,2,degree,-1,0,-38,39
14,2,degree,-2,0,-30,32
15,2,degree,-2,0,-9,11
16,2,degree,-2,0,-3,5
17,2,degree,0,0,-2,2
18,2,degree,0,0,0,0
2,2,random,-233,62,69,102
3,2,random,-866,33,143,690
4,2,random,-1046,101,18,927
5,2,random,-1198,70,-51,1179
6,2,random,-965,-77,-46,1088
7,2,random,-459,-109,-12,580
8,2,random,-144,-57,5,196
9,2,random,-62,-22,-8,92
10,2,random,-13,-4,-1,18
11,2,random,-6,0,1,5
12,2,random,-1,0,-2,3
13,2,random,-2,1,0,1
14,2,random,-2,0,0,2
15,2,random,-2,0,0,2
16,2,random,0,-2,0,2
17,2,random,0,0,0,0
2,3,no_block,-102,42,41,19
3,3,no_block,-526,88,115,323
4,3,no_block,-620,93,91,436
5,3,no_block,-632,-34,28,638
6,3,no_block,-473,-49,-168,690
7,3,no_block,-539,-17,4,552
8,3,no_block,-494,-51,-29,574
9,3,no_block,-282,-15,-51,348
10,3,no_block,-174,-16,-21,211
11,3,no_block,-112,-8,-3,123
12,3,no_block,-82,-5,-6,93
13,3,no_block,-43,-15,-4,62
14,3,no_block,-10,-15,-3,28
15,3,no_block,-4,-1,0,5
16,3,no_block,-3,-2,0,5
17,3,no_block,-2,0,0,2
18,3,no_block,-2,0,0,2
19,3,no_block,0,0,0,0
2,3,mcich,-60,0,60,0
3,3,mcich,-434,-4,434,4
4,3,mcich,-526,-1,526,1
5,3,mcich,-666,0,666,0
6,3,mcich,-522,0,522,0
7,3,mcich,-556,0,556,0
8,3,mcich,-545,0,545,0
9,3,mcich,-297,0,297,0
10,3,mcich,-190,0,190,0
11,3,mcich,-120,0,120,0
12,3,mcich,-50,0,50,0
13,3,mcich,0,0,0,0
2,3,degree,-69,25,37,7
3,3,degree,-283,71,111,101
4,3,degree,-290,-27,41,276
5,3,degree,-257,-34,-3,294
6,3,degree,-177,-38,55,160
7,3,degree,-256,-2,173,85
8,3,degree,-407,0,215,192
9,3,degree,-345,0,25,320
10,3,degree,-414,0,109,305
11,3,degree,-375,0,50,325
12,3,degree,-276,0,51,225
13,3,degree,-246,0,123,123
14,3,degree,-165,0,13,152
15,3,degree,-90,0,-89,179
16,3,degree,-60,0,-209,269
17,3,degree,-37,0,-169,206
18,3,degree,-13,0,-152,165
19,3,degree,-9,0,-92,101
20,3,degree,-6,0,-28,34
21,3,degree,-3,0,-18,21
22,3,degree,-1,0,-5,6
23,3,degree,-1,0,-3,4
24,3,degree,0,0,0,0
2,3,random,-101,41,41,19
3,3,random,-522,91,118,313
4,3,random,-615,95,101,419
5,3,random,-624,-18,40,602
6,3,random,-456,-63,-140,659
7,3,random,-554,-11,49,516
8,3,random,-475,-62,10,527
9,3,random,-276,-16,-50,342
10,3,random,-203,19,-23,207
11,3,random,-123,8,-10,125
12,3,random,-83,-2,-9,94
13,3,random,-45,-14,2,57
14,3,random,-11,-15,-1,27
15,3,random,-4,0,0,4
16,3,random,-3,0,0,3
17,3,random,-2,0,0,2
18,3,random,-2,0,0,2
19,3,random,0,0,0,0
2,4,no_block,-26,18,8,0
3,4,no_block,-331,217,99,15
4,4,no_block,-259,135,54,70
5,4,no_block,-225,-24,-79,328
6,4,no_block,-431,74,-40,397
7,4,no_block,-445,4,-22,463
8,4,no_block,-251,-208,-21,480
9,4,no_block,-184,-29,-5,218
10,4,no_block,-286,80,0,206
11,4,no_block,-322,45,0,277
12,4,no_block,-219,-76,0,295
13,4,no_block,-111,-102,0,213
14,4,no_block,-57,-46,0,103
15,4,no_block,-55,-20,0,75
16,4,no_block,-21,-30,0,51
17,4,no_block,-11,-18,0,29
18,4,no_block,-1,-17,0,18
19,4,no_block,0,-7,0,7
20,4,no_block,0,-1,0,1
21,4,no_block,0,0,0,0
2,4,mcich,0,0,0,0
3,4,mcich,0,0,0,0
2,4,degree,-8,5,3,0
3,4,degree,-56,17,31,8
4,4,degree,-143,46,58,39
5,4,degree,-164,90,46,28
6,4,degree,-87,64,-24,47
7,4,degree,-66,36,-55,85
8,4,degree,-55,-48,-40,143
9,4,degree,-77,-8,-4,89
10,4,degree,-121,62,0,59
11,4,degree,-89,39,0,50
12,4,degree,-38,-11,0,49
13,4,degree,-58,-38,0,96
14,4,degree,-109,2,0,107
15,4,degree,-109,40,0,69
16,4,degree,-77,35,1,41
17,4,degree,-36,-18,3,51
18,4,degree,-51,-71,13,109
19,4,degree,-132,-35,60,107
20,4,degree,-115,-29,55,89
21,4,degree,-94,0,35,59
22,4,degree,-95,36,9,50
23,4,degree,-109,33,4,72
24,4,degree,-64,9,16,39
25,4,degree,-80,-13,53,40
26,4,degree,-43,-83,23,103
27,4,degree,-29,-75,5,99
28,4,degree,-21,-20,-1,42
29,4,degree,-13,-27,0,40
30,4,degree,-18,-24,16,26
31,4,degree,-37,-17,37,17
32,4,degree,-16,-2,16,2
33,4,degree,-7,0,7,0
34,4,degree,-1,0,1,0
35,4,degree,0,0,0,0
2,4,random,-25,17,8,0
3,4,random,-324,212,99,13
4,4,random,-252,129,61,62
5,4,random,-230,-14,-65,309
6,4,random,-422,78,-43,387
7,4,random,-385,-39,-15,439
8,4,random,-309,-135,-13,457
9,4,random,-180,-22,3,199
10,4,random,-263,77,5,181
11,4,random,-322,98,11,213
12,4,random,-232,-26,7,251
13,4,random,-127,-128,13,242
14,4,random,-54,-91,3,142
15,4,random,-54,-29,3,80
16,4,random,-33,-15,4,44
17,4,random,-14,-22,2,34
18,4,random,-4,-14,1,17
19,4,random,0,-9,0,9
20,4,random,0,-1,0,1
21,4,random,0,0,0,0
2,2,no_block,-187,20,61,106
3,2,no_block,-796,46,-10,760
4,2,no_block,-843,187,3,653
5,2,no_block,-1190,-132,173,1149
6,2,no_block,-1201,-25,-32,1258
7,2,no_block,-513,-66,-137,716
8,2,no_block,-161,-27,-33,221
9,2,no_block,-75,-7,-15,97
10,2,no_block,-19,-2,-8,29
11,2,no_block,-7,0,-5,12
12,2,no_block,-1,0,-1,2
13,2,no_block,-2,0,1,1
14,2,no_block,-2,0,0,2
15,2,no_block,-2,0,0,2
16,2,no_block,0,0,-2,2
17,2,no_block,0,0,0,0
2,2,mcich,-166,-1,166,1
3,2,mcich,-746,-4,746,4
4,2,mcich,-655,-1,655,1
5,2,mcich,-1322,0,1322,0
6,2,mcich,-1226,0,1226,0
7,2,mcich,-579,0,579,0
8,2,mcich,-188,0,188,0
9,2,mcich,-65,0,65,0
10,2,mcich,0,0,0,0
2,2,degree,-151,10,73,68
3,2,degree,-503,-10,169,344
4,2,degree,-453,-6,76,383
5,2,degree,-563,0,237,326
6,2,degree,-927,0,303,624
7,2,degree,-1002,0,109,893
8,2,degree,-624,0,-191,815
9,2,degree,-299,0,-352,651
10,2,degree,-126,0,-179,305
11,2,degree,-47,0,-88,135
12,2,degree,-30,0,-20,50
13,2,degree,-19,0,-11,30
14,2,degree,-12,0,-3,15
15,2,degree,-4,0,-7,11
16,2,degree,-2,0,-3,5
17,2,degree,0,0,-3,3
18,2,degree,0,0,0,0
2,2,random,-185,19,65,101
3,2,random,-792,50,15,727
4,2,random,-829,183,18,628
5,2,random,-1194,-115,220,1089
6,2,random,-1208,4,39,1165
7,2,random,-516,-66,-150,732
8,2,random,-161,-23,-71,255
9,2,random,-77,-1,-19,97
10,2,random,-21,-3,-7,31
11,2,random,-8,0,-3,11
12,2,random,-2,-1,0,3
13,2,random,-2,0,0,2
14,2,random,-2,0,0,2
15,2,random,-2,0,0,2
16,2,random,0,0,-2,2
17,2,random,0,0,0,0
2,3,no_block,-38,16,6,16
3,3,no_block,-465,90,10,365
4,3,no_block,-386,-69,-17,472
5,3,no_block,-664,15,-1,650
6,3,no_block,-494,-28,-2,524
7,3,no_block,-533,60,-1,474
8,3,no_block,-660,25,0,635
9,3,no_block,-355,-73,0,428
10,3,no_block,-180,-27,0,207
11,3,no_block,-129,-7,0,136
12,3,no_block,-96,0,0,96
13,3,no_block,-56,-6,0,62
14,3,no_block,-30,-2,0,32
15,3,no_block,-5,0,0,5
16,3,no_block,-5,0,0,5
17,3,no_block,-2,0,0,2
18,3,no_block,-2,0,0,2
19,3,no_block,0,0,0,0
2,3,mcich,0,0,0,0
3,3,mcich,0,0,0,0
2,3,degree,-12,2,5,5
3,3,degree,-166,12,66,88
4,3,degree,-262,-5,94,173
5,3,degree,-230,-13,59,184
6,3,degree,-129,-1,-49,179
7,3,degree,-176,0,79,97
8,3,degree,-145,0,66,79
9,3,degree,-321,-1,179,143
10,3,degree,-454,0,170,284
11,3,degree,-388,0,36,352
12,3,degree,-394,0,128,266
13,3,degree,-317,0,30,287
14,3,degree,-285,0,44,241
15,3,degree,-150,0,7,143
16,3,degree,-96,0,-72,168
17,3,degree,-64,0,-149,213
18,3,degree,-46,0,-265,311
19,3,degree,-37,0,-144,181
20,3,degree,-12,0,-97,109
21,3,degree,-13,0,-21,34
22,3,degree,-9,0,-8,17
23,3,degree,-4,0,-4,8
24,3,degree,-1,0,-5,6
25,3,degree,-1,0,-2,3
26,3,degree,0,0,-1,1
27,3,degree,0,0,-1,1
28,3,degree,0,0,0,0
2,3,random,-38,16,6,16
3,3,random,-461,95,18,348
4,3,random,-386,-46,-8,440
5,3,random,-653,78,7,568
6,3,random,-492,-37,12,517
7,3,random,-530,86,18,426
8,3,random,-641,121,23,497
9,3,random,-356,-129,-3,488
10,3,random,-170,-69,9,230
11,3,random,-133,-7,24,116
12,3,random,-96,-12,6,102
13,3,random,-80,-12,12,80
14,3,random,-42,-8,-16,66
15,3,random,-8,-1,-7,16
16,3,random,-4,0,1,3
